key,value
exported_at,2026-05-28T01:52:55.144Z
v0,400.000000
energy_setting,375.000000
gamma_internal,1.000000
gamma_displayed,0.000000
instrument_sigma,0.000000
energy_units,hbar^2 / (2 m L^2)
position_units,L (box length)
n_position_bins,120.000000
x_plot_min,-0.300000
x_plot_max,1.300000
n_energy_bins,100.000000
energy_axis_max,520.000000
classical_measurements,10000.000000
classical_mean_x,0.500536
classical_mean_E,375.000000
quantum_position_measurements,9930.000000
quantum_energy_measurements,10000.000000
quantum_ionisation_events,70.000000
quantum_outside_box_events,2471.000000
quantum_mean_x,0.497884
quantum_mean_E,375.616985

eigenstate_n,parity,energy_E_n,k,kappa
position,quantum,19,-0.040000,0.868580
position,classical,20,-0.026667,0.000000
position,quantum,20,-0.026667,0.861027
position,classical,21,-0.013333,0.000000
position,quantum,21,-0.013333,1.155589
position,classical,22,0.000000,0.892500
position,quantum,22,0.000000,1.306647
position,classical,23,0.013333,1.335000
position,quantum,23,0.013333,1.563444
position,classical,24,0.026667,0.622500
position,quantum,24,0.026667,1.268882
position,classical,25,0.040000,0.885000
position,quantum,25,0.040000,1.095166
position,classical,26,0.053333,1.500000
position,quantum,26,0.053333,0.891239
position,classical,27,0.066667,0.615000
position,quantum,27,0.066667,0.513595
position,classical,28,0.080000,0.892500
position,quantum,28,0.080000,0.135952
position,classical,29,0.093333,1.387500
position,quantum,29,0.093333,0.000000
position,classical,30,0.106667,0.802500
position,quantum,30,0.106667,0.090634
position,classical,31,0.120000,0.780000
position,quantum,31,0.120000,0.294562
position,classical,32,0.133333,1.222500
position,quantum,32,0.133333,0.770393
position,classical,33,0.146667,1.080000
position,quantum,33,0.146667,1.027190
position,classical,34,0.160000,0.675000
position,quantum,34,0.160000,1.374622
position,classical,35,0.173333,1.095000
position,quantum,35,0.173333,1.480363
position,classical,36,0.186667,1.132500
position,quantum,36,0.186667,1.518127
position,classical,37,0.200000,0.847500
position,quantum,37,0.200000,1.291541
position,classical,38,0.213333,0.945000
position,quantum,38,0.213333,0.740181
position,classical,39,0.226667,1.065000
position,quantum,39,0.226667,0.400302
position,classical,40,0.240000,0.922500
position,quantum,40,0.240000,0.158610
position,classical,41,0.253333,0.975000
position,quantum,41,0.253333,0.007553
position,classical,42,0.266667,1.065000
position,quantum,42,0.266667,0.090634
position,classical,43,0.280000,0.952500
position,quantum,43,0.280000,0.249245
position,classical,44,0.293333,1.005000
position,quantum,44,0.293333,0.506042
position,classical,45,0.306667,1.020000
position,quantum,45,0.306667,0.959215
position,classical,46,0.320000,0.930000
position,quantum,46,0.320000,1.193353
position,classical,47,0.333333,0.967500
position,quantum,47,0.333333,1.586103
position,classical,48,0.346667,0.952500
position,quantum,48,0.346667,1.268882
position,classical,49,0.360000,1.035000
position,quantum,49,0.360000,1.246224
position,classical,50,0.373333,0.892500
position,quantum,50,0.373333,0.838369
position,classical,51,0.386667,1.072500
position,quantum,51,0.386667,0.377644
position,classical,52,0.400000,1.020000
position,quantum,52,0.400000,0.151057
position,classical,53,0.413333,0.907500
position,quantum,53,0.413333,0.007553
position,classical,54,0.426667,0.997500
position,quantum,54,0.426667,0.007553
position,classical,55,0.440000,0.975000
position,quantum,55,0.440000,0.211480
position,classical,56,0.453333,1.110000
position,quantum,56,0.453333,0.641994
position,classical,57,0.466667,0.870000
position,quantum,57,0.466667,0.838369
position,classical,58,0.480000,0.982500
position,quantum,58,0.480000,1.283988
position,classical,59,0.493333,1.027500
position,quantum,59,0.493333,1.465257
position,classical,60,0.506667,0.982500
position,quantum,60,0.506667,1.495468
position,classical,61,0.520000,1.027500
position,quantum,61,0.520000,1.382175
position,classical,62,0.533333,0.907500
position,quantum,62,0.533333,0.898792
position,classical,63,0.546667,1.117500
position,quantum,63,0.546667,0.521148
position,classical,64,0.560000,0.960000
position,quantum,64,0.560000,0.196375
position,classical,65,0.573333,0.855000
position,quantum,65,0.573333,0.022659
position,classical,66,0.586667,1.050000
position,quantum,66,0.586667,0.015106
position,classical,67,0.600000,1.110000
position,quantum,67,0.600000,0.226586
position,classical,68,0.613333,0.825000
position,quantum,68,0.613333,0.528701
position,classical,69,0.626667,1.012500
position,quantum,69,0.626667,0.891239
position,classical,70,0.640000,1.170000
position,quantum,70,0.640000,1.200906
position,classical,71,0.653333,0.840000
position,quantum,71,0.653333,1.495468
position,classical,72,0.666667,0.885000
position,quantum,72,0.666667,1.382175
position,classical,73,0.680000,1.147500
position,quantum,73,0.680000,1.367069
position,classical,74,0.693333,0.982500
position,quantum,74,0.693333,1.072508
position,classical,75,0.706667,0.765000
position,quantum,75,0.706667,0.604230
position,classical,76,0.720000,1.110000
position,quantum,76,0.720000,0.181269
position,classical,77,0.733333,1.102500
position,quantum,77,0.733333,0.030211
position,classical,78,0.746667,0.817500
position,quantum,78,0.746667,0.007553
position,classical,79,0.760000,0.900000
position,quantum,79,0.760000,0.166163
position,classical,80,0.773333,1.275000
position,quantum,80,0.773333,0.415408
position,classical,81,0.786667,0.810000
position,quantum,81,0.786667,0.845921
position,classical,82,0.800000,0.787500
position,quantum,82,0.800000,0.996979
position,classical,83,0.813333,1.297500
position,quantum,83,0.813333,1.525680
position,classical,84,0.826667,1.020000
position,quantum,84,0.826667,1.623867
position,classical,85,0.840000,0.705000
position,quantum,85,0.840000,1.261329
position,classical,86,0.853333,1.065000
position,quantum,86,0.853333,1.042296
position,classical,87,0.866667,1.327500
position,quantum,87,0.866667,0.589124
position,classical,88,0.880000,0.592500
position,quantum,88,0.880000,0.294562
position,classical,89,0.893333,0.907500
position,quantum,89,0.893333,0.067976
position,classical,90,0.906667,1.492500
position,quantum,90,0.906667,0.000000
position,classical,91,0.920000,0.727500
position,quantum,91,0.920000,0.188822
position,classical,92,0.933333,0.705000
position,quantum,92,0.933333,0.506042
position,classical,93,0.946667,1.560000
position,quantum,93,0.946667,0.762840
position,classical,94,0.960000,0.757500
position,quantum,94,0.960000,1.117825
position,classical,95,0.973333,0.547500
position,quantum,95,0.973333,1.223565
position,classical,96,0.986667,1.477500
position,quantum,96,0.986667,1.238671
position,classical,97,1.000000,0.922500
position,quantum,97,1.000000,1.321752
position,classical,98,1.013333,0.000000
position,quantum,98,1.013333,1.148036
position,classical,99,1.026667,0.000000
position,quantum,99,1.026667,0.921450
position,classical,100,1.040000,0.000000
position,quantum,100,1.040000,0.989426
position,classical,101,1.053333,0.000000
position,quantum,101,1.053333,0.845921
position,classical,102,1.066667,0.000000
position,quantum,102,1.066667,0.672205
position,classical,103,1.080000,0.000000
position,quantum,103,1.080000,0.558912
position,classical,104,1.093333,0.000000
position,quantum,104,1.093333,0.581571
position,classical,105,1.106667,0.000000
position,quantum,105,1.106667,0.385196
position,classical,106,1.120000,0.000000
position,quantum,106,1.120000,0.430514
position,classical,107,1.133333,0.000000
position,quantum,107,1.133333,0.324773
position,classical,108,1.146667,0.000000
position,quantum,108,1.146667,0.324773
position,classical,109,1.160000,0.000000
position,quantum,109,1.160000,0.302115
position,classical,110,1.173333,0.000000
position,quantum,110,1.173333,0.219033
position,classical,111,1.186667,0.000000
position,quantum,111,1.186667,0.226586
position,classical,112,1.200000,0.000000
position,quantum,112,1.200000,0.181269
position,classical,113,1.213333,0.000000
position,quantum,113,1.213333,0.128399
position,classical,114,1.226667,0.000000
position,quantum,114,1.226667,0.120846
position,classical,115,1.240000,0.000000
position,quantum,115,1.240000,0.135952
position,classical,116,1.253333,0.000000
position,quantum,116,1.253333,0.067976
position,classical,117,1.266667,0.000000
position,quantum,117,1.266667,0.090634
position,classical,118,1.280000,0.000000
position,quantum,118,1.280000,0.067976
position,classical,119,1.293333,0.000000
position,quantum,119,1.293333,0.052870
energy,classical,0,2.600000,0.000000
energy,quantum,0,2.600000,0.000000
energy,classical,1,7.800000,0.000000
energy,quantum,1,7.800000,0.000000
energy,classical,2,13.000000,0.000000
energy,quantum,2,13.000000,0.000000
energy,classical,3,18.200000,0.000000
energy,quantum,3,18.200000,0.000000
energy,classical,4,23.400000,0.000000
energy,quantum,4,23.400000,0.000000
energy,classical,5,28.600000,0.000000
energy,quantum,5,28.600000,0.000000
energy,classical,6,33.800000,0.000000
energy,quantum,6,33.800000,0.000000
energy,classical,7,39.000000,0.000000
energy,quantum,7,39.000000,0.000000
energy,classical,8,44.200000,0.000000
energy,quantum,8,44.200000,0.000000
energy,classical,9,49.400000,0.000000
energy,quantum,9,49.400000,0.000000
energy,classical,10,54.600000,0.000000
energy,quantum,10,54.600000,0.000000
energy,classical,11,59.800000,0.000000
energy,quantum,11,59.800000,0.000000
energy,classical,12,65.000000,0.000000
energy,quantum,12,65.000000,0.000000
energy,classical,13,70.200000,0.000000
energy,quantum,13,70.200000,0.000000
energy,classical,14,75.400000,0.000000
energy,quantum,14,75.400000,0.000000
energy,classical,15,80.600000,0.000000
energy,quantum,15,80.600000,0.000000
energy,classical,16,85.800000,0.000000
energy,quantum,16,85.800000,0.000000
energy,classical,17,91.000000,0.000000
energy,quantum,17,91.000000,0.000000
energy,classical,18,96.200000,0.000000
energy,quantum,18,96.200000,0.000000
energy,classical,19,101.400000,0.000000
energy,quantum,19,101.400000,0.000000
energy,classical,20,106.600000,0.000000
energy,quantum,20,106.600000,0.000000
energy,classical,21,111.800000,0.000000
energy,quantum,21,111.800000,0.000000
energy,classical,22,117.000000,0.000000
energy,quantum,22,117.000000,0.000000
energy,classical,23,122.200000,0.000000
energy,quantum,23,122.200000,0.000000
energy,classical,24,127.400000,0.000000
energy,quantum,24,127.400000,0.000000
energy,classical,25,132.600000,0.000000
energy,quantum,25,132.600000,0.000000
energy,classical,26,137.800000,0.000000
energy,quantum,26,137.800000,0.000000
energy,classical,27,143.000000,0.000000
energy,quantum,27,143.000000,0.000000
energy,classical,28,148.200000,0.000000
energy,quantum,28,148.200000,0.000000
energy,classical,29,153.400000,0.000000
energy,quantum,29,153.400000,0.000000
energy,classical,30,158.600000,0.000000
energy,quantum,30,158.600000,0.000000
energy,classical,31,163.800000,0.000000
energy,quantum,31,163.800000,0.000000
energy,classical,32,169.000000,0.000000
energy,quantum,32,169.000000,0.000000
energy,classical,33,174.200000,0.000000
energy,quantum,33,174.200000,0.000000
energy,classical,34,179.400000,0.000000
energy,quantum,34,179.400000,0.000000
energy,classical,35,184.600000,0.000000
energy,quantum,35,184.600000,0.000000
energy,classical,36,189.800000,0.000000
energy,quantum,36,189.800000,0.000000
energy,classical,37,195.000000,0.000000
energy,quantum,37,195.000000,0.000000
energy,classical,38,200.200000,0.000000
energy,quantum,38,200.200000,0.000000
energy,classical,39,205.400000,0.000000
energy,quantum,39,205.400000,0.000000
energy,classical,40,210.600000,0.000000
energy,quantum,40,210.600000,0.000000
energy,classical,41,215.800000,0.000000
energy,quantum,41,215.800000,0.000000
energy,classical,42,221.000000,0.000000
energy,quantum,42,221.000000,0.000000
energy,classical,43,226.200000,0.000000
energy,quantum,43,226.200000,0.000000
energy,classical,44,231.400000,0.000000
energy,quantum,44,231.400000,0.000000
energy,classical,45,236.600000,0.000000
energy,quantum,45,236.600000,0.000000
energy,classical,46,241.800000,0.000000
energy,quantum,46,241.800000,0.000000
energy,classical,47,247.000000,0.000000
energy,quantum,47,247.000000,0.000000
energy,classical,48,252.200000,0.000000
energy,quantum,48,252.200000,0.000000
energy,classical,49,257.400000,0.000000
energy,quantum,49,257.400000,0.000000
energy,classical,50,262.600000,0.000000
energy,quantum,50,262.600000,0.000000
energy,classical,51,267.800000,0.000000
energy,quantum,51,267.800000,0.000000
energy,classical,52,273.000000,0.000000
energy,quantum,52,273.000000,0.000000
energy,classical,53,278.200000,0.000000
energy,quantum,53,278.200000,0.000000
energy,classical,54,283.400000,0.000000
energy,quantum,54,283.400000,0.000000
energy,classical,55,288.600000,0.000000
energy,quantum,55,288.600000,0.000000
energy,classical,56,293.800000,0.000000
energy,quantum,56,293.800000,0.000000
energy,classical,57,299.000000,0.000000
energy,quantum,57,299.000000,0.000000
energy,classical,58,304.200000,0.000000
energy,quantum,58,304.200000,0.000000
energy,classical,59,309.400000,0.000000
energy,quantum,59,309.400000,0.000000
energy,classical,60,314.600000,0.000000
energy,quantum,60,314.600000,0.000000
energy,classical,61,319.800000,0.000000
energy,quantum,61,319.800000,0.000000
energy,classical,62,325.000000,0.000000
energy,quantum,62,325.000000,0.000000
energy,classical,63,330.200000,0.000000
energy,quantum,63,330.200000,0.000000
energy,classical,64,335.400000,0.000000
energy,quantum,64,335.400000,0.000000
energy,classical,65,340.600000,0.000000
energy,quantum,65,340.600000,0.000000
energy,classical,66,345.800000,0.000000
energy,quantum,66,345.800000,0.000000
energy,classical,67,351.000000,0.000000
energy,quantum,67,351.000000,0.000000
energy,classical,68,356.200000,0.000000
energy,quantum,68,356.200000,0.000000
energy,classical,69,361.400000,0.000000
energy,quantum,69,361.400000,0.000000
energy,classical,70,366.600000,0.000000
energy,quantum,70,366.600000,0.000000
energy,classical,71,371.800000,0.000000
energy,quantum,71,371.800000,0.000000
energy,classical,72,377.000000,0.192308
energy,quantum,72,377.000000,0.190962
energy,classical,73,382.200000,0.000000
energy,quantum,73,382.200000,0.000000
energy,classical,74,387.400000,0.000000
energy,quantum,74,387.400000,0.000000
energy,classical,75,392.600000,0.000000
energy,quantum,75,392.600000,0.000000
energy,classical,76,397.800000,0.000000
energy,quantum,76,397.800000,0.000000
energy,classical,77,403.000000,0.000000
energy,quantum,77,403.000000,0.000231
energy,classical,78,408.200000,0.000000
energy,quantum,78,408.200000,0.000135
energy,classical,79,413.400000,0.000000
energy,quantum,79,413.400000,0.000192
energy,classical,80,418.600000,0.000000
energy,quantum,80,418.600000,0.000019
energy,classical,81,423.800000,0.000000
energy,quantum,81,423.800000,0.000096
energy,classical,82,429.000000,0.000000
energy,quantum,82,429.000000,0.000038
energy,classical,83,434.200000,0.000000
energy,quantum,83,434.200000,0.000058
energy,classical,84,439.400000,0.000000
energy,quantum,84,439.400000,0.000096
energy,classical,85,444.600000,0.000000
energy,quantum,85,444.600000,0.000019
energy,classical,86,449.800000,0.000000
energy,quantum,86,449.800000,0.000038
energy,classical,87,455.000000,0.000000
energy,quantum,87,455.000000,0.000038
energy,classical,88,460.200000,0.000000
energy,quantum,88,460.200000,0.000019
energy,classical,89,465.400000,0.000000
energy,quantum,89,465.400000,0.000019
energy,classical,90,470.600000,0.000000
energy,quantum,90,470.600000,0.000019
energy,classical,91,475.800000,0.000000
energy,quantum,91,475.800000,0.000019
energy,classical,92,481.000000,0.000000
energy,quantum,92,481.000000,0.000000
energy,classical,93,486.200000,0.000000
energy,quantum,93,486.200000,0.000000
energy,classical,94,491.400000,0.000000
energy,quantum,94,491.400000,0.000019
energy,classical,95,496.600000,0.000000
energy,quantum,95,496.600000,0.000019
energy,classical,96,501.800000,0.000000
energy,quantum,96,501.800000,0.000000
energy,classical,97,507.000000,0.000000
energy,quantum,97,507.000000,0.000000
energy,classical,98,512.200000,0.000000
energy,quantum,98,512.200000,0.000019
energy,classical,99,517.400000,0.000000
energy,quantum,99,517.400000,0.000038
