key,value
exported_at,2026-05-28T01:49:03.988Z
v0,200.000000
energy_setting,8.000000
gamma_internal,1.000000
gamma_displayed,0.000000
instrument_sigma,0.000000
energy_units,hbar^2 / (2 m L^2)
position_units,L (box length)
n_position_bins,120.000000
x_plot_min,-0.300000
x_plot_max,1.300000
n_energy_bins,100.000000
energy_axis_max,260.000000
classical_measurements,10000.000000
classical_mean_x,0.499842
classical_mean_E,8.000000
quantum_position_measurements,9991.000000
quantum_energy_measurements,10000.000000
quantum_ionisation_events,9.000000
quantum_outside_box_events,40.000000
quantum_mean_x,0.497450
quantum_mean_E,8.132061

eigenstate_n,parity,energy_E_n,k,kappa
energy,classical,69,180.700000,0.000000
energy,quantum,69,180.700000,0.000000
energy,classical,70,183.300000,0.000000
energy,quantum,70,183.300000,0.000000
energy,classical,71,185.900000,0.000000
energy,quantum,71,185.900000,0.000000
energy,classical,72,188.500000,0.000000
energy,quantum,72,188.500000,0.000000
energy,classical,73,191.100000,0.000000
energy,quantum,73,191.100000,0.000000
energy,classical,74,193.700000,0.000000
energy,quantum,74,193.700000,0.000000
energy,classical,75,196.300000,0.000000
energy,quantum,75,196.300000,0.000000
energy,classical,76,198.900000,0.000000
energy,quantum,76,198.900000,0.000000
energy,classical,77,201.500000,0.000000
energy,quantum,77,201.500000,0.000000
energy,classical,78,204.100000,0.000000
energy,quantum,78,204.100000,0.000000
energy,classical,79,206.700000,0.000000
energy,quantum,79,206.700000,0.000000
energy,classical,80,209.300000,0.000000
energy,quantum,80,209.300000,0.000000
energy,classical,81,211.900000,0.000000
energy,quantum,81,211.900000,0.000000
energy,classical,82,214.500000,0.000000
energy,quantum,82,214.500000,0.000000
energy,classical,83,217.100000,0.000000
energy,quantum,83,217.100000,0.000000
energy,classical,84,219.700000,0.000000
energy,quantum,84,219.700000,0.000000
energy,classical,85,222.300000,0.000000
energy,quantum,85,222.300000,0.000000
energy,classical,86,224.900000,0.000000
energy,quantum,86,224.900000,0.000000
energy,classical,87,227.500000,0.000000
energy,quantum,87,227.500000,0.000000
energy,classical,88,230.100000,0.000000
energy,quantum,88,230.100000,0.000000
energy,classical,89,232.700000,0.000000
energy,quantum,89,232.700000,0.000000
energy,classical,90,235.300000,0.000000
energy,quantum,90,235.300000,0.000000
energy,classical,91,237.900000,0.000000
energy,quantum,91,237.900000,0.000000
energy,classical,92,240.500000,0.000000
energy,quantum,92,240.500000,0.000000
energy,classical,93,243.100000,0.000000
energy,quantum,93,243.100000,0.000038
energy,classical,94,245.700000,0.000000
energy,quantum,94,245.700000,0.000038
energy,classical,95,248.300000,0.000000
energy,quantum,95,248.300000,0.000000
energy,classical,96,250.900000,0.000000
energy,quantum,96,250.900000,0.000000
energy,classical,97,253.500000,0.000000
energy,quantum,97,253.500000,0.000000
energy,classical,98,256.100000,0.000000
energy,quantum,98,256.100000,0.000000
energy,classical,99,258.700000,0.000000
energy,quantum,99,258.700000,0.000000
